"","siteid","lat","long","ecoreg","era","area","doc","no3","tn","tp","temp","precip","elev","forest","wetland","urban","ag","roads"
"4597","WMTP99-0705",46.68544062,-114.5589588,"6","Year2008",24.96680069,1.4,0.00469,0.039,10.401,3.8,461,1657.59,78.75,0,3.273,0,0.442
"4598","WMTP99-0705",46.68544062,-114.5589588,"6","Year2008",24.96680069,1.4,0.00469,0.039,10.401,3.8,461,1657.59,78.75,0,3.273,0,0.442
"4599","WMTP99-0705",46.68552,-114.55801,"6","Year2004",24.7208,1.54,0,0.064,9,3.8,461,1314,77.43,0,0.86,0,0.71
"4600","WMTP99-0705",46.68552,-114.55801,"6","Year2004",24.7208,1.54,0,0.064,9,3.8,461,1314,77.43,0,0.86,0,0.71
"4601","WMTP99-0707",46.95293,-111.54141,"9","Year2004",18.0803,1.48,0.0200767,0.21,7,3.7,460,1574,26.76,0,0,0,0.12
"4602","WMTP99-0712",47.5298,-112.17047,"9","Year2004",2306.0414,3.34,0.3230948,1.633,196,5.7,346,1164,55.56,0.37,0,3.2,0.29
"4603","WMTP99-0713",45.55253,-110.30636,"6","Year2004",228.337,0.71,0.0270802,0.128,1,4.2,535,1682,61.54,0,0,0,0.11
"4604","WMTP99-0715",45.35114,-109.55993,"9","Year2004",254.5728,3.99,0.0331499,0.629,68,6.2,478,1567,46.43,0.02,0.11,0.02,0.1
"4605","WMTP99-0716",46.67541,-110.43969,"6","Year2004",0.9627,2.06,0,0.071,1,2.9,547,1943,94.23,0,0,0,0
"4606","WMTP99-0719",48.27115,-109.52618,"9","Year2004",134.9371,3.28,0.009338,0.194,102,4,445,1141,36.13,0,0,0.26,0.35
"4607","WMTP99-0719",48.27115,-109.52618,"9","Year2004",134.9371,3.28,0.009338,0.194,102,4,445,1141,36.13,0,0,0.26,0.35
"4608","WMTP99-0719",48.27114172,-109.5269269,"9","Year2008",135,4.09,0.07097,0.563,184.1706,4,445,1403.55,21.771,3.433,0,1.025,0.297
"4609","WMTP99-0719",48.27114172,-109.5269269,"9","Year2008",135,4.09,0.07097,0.563,184.1706,4,445,1403.55,21.771,3.433,0,1.025,0.297
"4610","WMTP99-0721",45.23513,-113.4746,"6","Year2004",56.984,1.67,0,0.113,13,1.4,347,2156,74.52,2.58,0,0,0.3
"4611","WMTP99-0722",47.21185412,-112.4959016,"6","Year2008",5.128930092,0.99,0.07473,0.115,7.3994,4.2,446,1952.05,50.419,0,0,0,0
"4612","WMTP99-0722",47.21185412,-112.4959016,"6","Year2008",5.128930092,0.99,0.07473,0.115,7.3994,4.2,446,1952.05,50.419,0,0,0,0
"4613","WMTP99-0722",47.21191,-112.49504,"6","Year2004",5.0947,1.19,0.0504252,0.176,1,4.2,446,1646,96.17,0,0.09,0,0
"4614","WMTP99-0722",47.21191,-112.49504,"6","Year2004",5.0947,1.19,0.0504252,0.176,1,4.2,446,1646,96.17,0,0.09,0,0
"4615","WMTP99-0723",45.82571,-112.88098,"6","Year2004",91.4499,2.06,0.0065366,0.099,7,2,384,1807,78.93,0.38,0,0,0.5
"4616","WMTP99-0723",45.82571,-112.88098,"6","Year2004",91.4499,2.06,0.0065366,0.099,7,2,384,1807,78.93,0.38,0,0,0.5
"4617","WMTP99-0723",45.82571,-112.88098,"6","Year2004",91.4499,2.06,0.0065366,0.099,7,2,384,1807,78.93,0.38,0,0,0.5
"4618","WMTP99-0723",45.82571,-112.88098,"6","Year2004",91.4499,2.06,0.0065366,0.099,7,2,384,1807,78.93,0.38,0,0,0.5
"4619","WMTP99-0723",45.82571,-112.88098,"6","Year2004",91.4499,2.06,0.0065366,0.099,7,2,384,1807,78.93,0.38,0,0,0.5
"4620","WMTP99-0723",45.82571,-112.88098,"6","Year2004",91.4499,2.06,0.0065366,0.099,7,2,384,1807,78.93,0.38,0,0,0.5
"4621","WMTP99-0723",45.82571,-112.88098,"6","Year2004",91.4499,2.06,0.0065366,0.099,7,2,384,1807,78.93,0.38,0,0,0.5
"4622","WMTP99-0723",45.82571,-112.88098,"6","Year2004",91.4499,2.06,0.0065366,0.099,7,2,384,1807,78.93,0.38,0,0,0.5
"4623","WMTP99-0723",45.82571,-112.88098,"6","Year2004",91.4499,2.06,0.0065366,0.099,7,2,384,1807,78.93,0.38,0,0,0.5
"4624","WMTP99-0727",45.3301,-112.30923,"6","Year2004",23.1552,0.91,0.0532266,0.306,11,2.3,427,1753,64.28,0.05,0,0.84,0.32
"4625","WMTP99-0729",47.49904,-110.71565,"9","Year2004",125.0952,1.96,0,0.115,18,6.1,517,1174,49.56,0,0,2.05,0.32
"4626","WMTP99-0729",47.49904,-110.71565,"9","Year2004",125.0952,1.96,0,0.115,18,6.1,517,1174,49.56,0,0,2.05,0.32
"4627","WMTP99-0729",47.49900796,-110.7164261,"9","Year2008",125.3079987,3.04,0.16567,0.389,40.5438,6.1,517,1557.66,49.904,1.887,0,1.836,0.502
"4628","WMTP99-0729",47.49900796,-110.7164261,"9","Year2008",125.3079987,3.04,0.16567,0.389,40.5438,6.1,517,1557.66,49.904,1.887,0,1.836,0.502
"4629","WMTP99-0731",48.62027,-106.95642,"9","Year2004",638.2715,5.27,0.0382858,1.06,534,4.8,293,694,1.57,0.01,0,4.35,0.43
"4630","WMTP99-0733",45.14160685,-109.039941,"9","Year2008",110.2839966,1.29,0.23731,0.667,121.1263,6.9,293,NA,NA,NA,NA,NA,NA
"4631","WMTP99-0733",45.14160685,-109.039941,"9","Year2008",110.2839966,1.29,0.23731,0.667,121.1263,6.9,293,NA,NA,NA,NA,NA,NA
"4632","WMTP99-0733",45.14160685,-109.039941,"9","Year2008",110.2839966,1.29,0.23731,0.667,121.1263,6.9,293,NA,NA,NA,NA,NA,NA
"4633","WMTP99-0733",45.14166,-109.03924,"9","Year2004",NA,2.16,0.1335334,0.723,191,6.9,293,1202,32.67,0.19,0.06,0.24,0.5
"4634","WMTP99-0733",45.14166,-109.03924,"9","Year2004",NA,2.16,0.1335334,0.723,191,6.9,293,1202,32.67,0.19,0.06,0.24,0.5
"4635","WMTP99-0733",45.14166,-109.03924,"9","Year2004",NA,2.16,0.1335334,0.723,191,6.9,293,1202,32.67,0.19,0.06,0.24,0.5
"4636","WMTP99-0733",45.14160685,-109.039941,"9","Year2008",110.2839966,5.1,0.89328,1.409,35.2056,6.9,293,1514.75,8.497,0.874,1.023,0.225,0.518
"4637","WMTP99-0733",45.14160685,-109.039941,"9","Year2008",110.2839966,5.1,0.89328,1.409,35.2056,6.9,293,1514.75,8.497,0.874,1.023,0.225,0.518
"4638","WMTP99-0733",45.14160685,-109.039941,"9","Year2008",110.2839966,5.1,0.89328,1.409,35.2056,6.9,293,1514.75,8.497,0.874,1.023,0.225,0.518
"4639","WMTP99-0745",45.06537,-113.20299,"6","Year2004",43.821,2.02,0.0154077,0.226,53,2.1,326,1928,56.85,1.65,0,0.01,0.58
"4640","WMTP99-0748",46.37611,-112.70751,"6","Year2004",63.767,5.8,0.0098049,0.788,420,4.7,301,NA,NA,NA,NA,NA,NA
"4641","WMTP99-0749",45.7061,-110.78867,"6","Year2004",21.0909,1.12,0.0214774,0.138,4,3.1,660,1801,73.6,0,0,0,0.19
"4642","WMTP99-0793",45.91298,-108.40811,"9","Year2004",48.2662,4.33,0,0.616,107,8.2,354,963,0.76,0,0.09,21.74,0.6
"4643","WMTP99-0793",45.91298,-108.40811,"9","Year2004",48.2662,4.33,0,0.616,107,8.2,354,963,0.76,0,0.09,21.74,0.6
"4644","WMTP99-0793",45.91293536,-108.4087977,"9","Year2008",58.54539871,5.08,0,0.483,66.5563,8.2,354,1035.49,1.044,0.824,1.967,19.079,0.562
"4645","WMTP99-0793",45.91293536,-108.4087977,"9","Year2008",58.54539871,5.08,0,0.483,66.5563,8.2,354,1035.49,1.044,0.824,1.967,19.079,0.562
"4646","WMTP99-0801",46.51149,-113.08087,"6","Year2004",2.5472,0.95,0.04669,0.203,18,4.2,333,1697,89.57,0.07,0,0,0.25
"4647","WMTP99-0803",45.85979,-110.85483,"6","Year2004",43.5778,1.81,0,0.163,19,2.7,666,1726,73.5,0,0.38,0,0.47
"4648","WMTP99-0804",48.22389,-105.5172,"9","Year2004",NA,10.57,0,0.721,15,5.6,325,670,1.71,0.33,0,62.02,0.45
"4649","WMTP99-0804",48.22389,-105.5172,"9","Year2004",NA,10.57,0,0.721,15,5.6,325,670,1.71,0.33,0,62.02,0.45
"4650","WMTP99-0804",48.22390983,-105.5177517,"9","Year2008",295.901001,7.26,0,0.608,32.5863,5.6,325,797.38,0.002,1.732,4.026,46.26,0.468
"4651","WMTP99-0804",48.22390983,-105.5177517,"9","Year2008",295.901001,7.26,0,0.608,32.5863,5.6,325,797.38,0.002,1.732,4.026,46.26,0.468
"4652","WMTP99-0836",48.33613,-113.25859,"6","Year2004",1.2223,1.1,0.0200767,0.083,3,3,656,1668,98.22,0,0,0,0
"4653","WMTP99-0837",47.22912,-112.8447,"6","Year2004",0.7895,1.11,0.0135401,0.043,1,1.9,575,2029,93.82,0,0,0,0
"4654","WMTP99-0838",47.08177722,-111.5943272,"6","Year2008",20.32250023,2.65,0.00256,0.114,23.105,5.3,399,1646.79,83.676,0.022,0,0,0.074
"4655","WMTP99-0838",47.08177722,-111.5943272,"6","Year2008",20.32250023,2.65,0.00256,0.114,23.105,5.3,399,1646.79,83.676,0.022,0,0,0.074
"4656","WMTP99-0838",47.08183,-111.59352,"6","Year2004",20.3542,2.03,0.0098049,0.174,18,5.3,399,1362,74.78,0,0,0,0.32
"4657","WMTP99-0838",47.08183,-111.59352,"6","Year2004",20.3542,2.03,0.0098049,0.174,18,5.3,399,1362,74.78,0,0,0,0.32
"4658","WMTP99-0839",45.54083,-111.89933,"6","Year2004",9.4951,0.82,0.0135401,0.078,4,1.7,540,2175,61.97,0,0,0,0
"4659","WNDP99-0505",48.92108636,-98.07484771,"9","Year2008",6646.080078,7.63,0,0.828,221.0275,2.8,490,496.414,1.564,1.693,1.125,23.962,0.336
"4660","WNDP99-0505",48.92108636,-98.07484771,"9","Year2008",6646.080078,7.63,0,0.828,221.0275,2.8,490,496.414,1.564,1.693,1.125,23.962,0.336
"4661","WNDP99-0505",48.92109,-98.07447,"9","Year2004",2877.8668,8.58,0.0135401,0.954,228,2.8,490,326,5.63,5.75,0.4,71.49,0.98
"4662","WNDP99-0505",48.92109,-98.07447,"9","Year2004",2877.8668,8.58,0.0135401,0.954,228,2.8,490,326,5.63,5.75,0.4,71.49,0.98
"4663","WNDP99-0506",47.45974483,-96.87661905,"9","Year2008",3233.860107,9.15,0.2338,1.195,215.89,4.6,519,370.309,1.236,7.69,4.719,82.35,1.389
"4664","WNDP99-0506",47.45974483,-96.87661905,"9","Year2008",3233.860107,9.15,0.2338,1.195,215.89,4.6,519,370.309,1.236,7.69,4.719,82.35,1.389
"4665","WNDP99-0506",47.45977,-96.87626,"9","Year2004",3171.1319,13.67,0.1335334,1.994,326,4.6,519,NA,NA,NA,NA,NA,NA
"4666","WNDP99-0506",47.45977,-96.87626,"9","Year2004",3171.1319,13.67,0.1335334,1.994,326,4.6,519,NA,NA,NA,NA,NA,NA
"4667","WNDP99-0507",46.03088497,-101.6170808,"9","Year2008",3720.030029,13.67,0,2.1,165.6688,6.1,414,796.65,0.124,0.778,3.235,60.324,1.085
"4668","WNDP99-0507",46.03088497,-101.6170808,"9","Year2008",3720.030029,13.67,0,2.1,165.6688,6.1,414,796.65,0.124,0.778,3.235,60.324,1.085
"4669","WNDP99-0507",46.03088,-101.61667,"9","Year2004",3727.8059,14.05,0,0.948,17,6.1,414,643,0,0.07,0.1,72.24,0.95
"4670","WNDP99-0507",46.03088,-101.61667,"9","Year2004",3727.8059,14.05,0,0.948,17,6.1,414,643,0,0.07,0.1,72.24,0.95
"4671","WNDP99-0508",46.58915,-101.73285,"9","Year2004",4800.6333,10.02,0,0.814,30,5.6,425,601,0,0.01,0.88,69.78,1.16
"4672","WNDP99-0508",46.58915,-101.73285,"9","Year2004",4800.6333,10.02,0,0.814,30,5.6,425,601,0,0.01,0.88,69.78,1.16
"4673","WNDP99-0508",46.58915,-101.73285,"9","Year2004",4800.6333,10.02,0,0.814,30,5.6,425,601,0,0.01,0.88,69.78,1.16
"4674","WNDP99-0508",46.58915,-101.73285,"9","Year2004",4800.6333,10.02,0,0.814,30,5.6,425,601,0,0.01,0.88,69.78,1.16
"4675","WNDP99-0508",46.58915,-101.73285,"9","Year2004",4800.6333,10.02,0,0.814,30,5.6,425,601,0,0.01,0.88,69.78,1.16
"4676","WNDP99-0508",46.58915,-101.73285,"9","Year2004",4800.6333,10.02,0,0.814,30,5.6,425,601,0,0.01,0.88,69.78,1.16
"4677","WNDP99-0508",46.58915,-101.73285,"9","Year2004",4800.6333,10.02,0,0.814,30,5.6,425,601,0,0.01,0.88,69.78,1.16
"4678","WNDP99-0508",46.58915,-101.73285,"9","Year2004",4800.6333,10.02,0,0.814,30,5.6,425,601,0,0.01,0.88,69.78,1.16
"4679","WNDP99-0508",46.58915,-101.73285,"9","Year2004",4800.6333,10.02,0,0.814,30,5.6,425,601,0,0.01,0.88,69.78,1.16
"4680","WNDP99-0508",46.58915,-101.73285,"9","Year2004",4800.6333,10.02,0,0.814,30,5.6,425,601,0,0.01,0.88,69.78,1.16
"4681","WNDP99-0508",46.58915,-101.73285,"9","Year2004",4800.6333,10.02,0,0.814,30,5.6,425,601,0,0.01,0.88,69.78,1.16
"4682","WNDP99-0508",46.58915,-101.73285,"9","Year2004",4800.6333,10.02,0,0.814,30,5.6,425,601,0,0.01,0.88,69.78,1.16
"4683","WNDP99-0508",46.58915,-101.73285,"9","Year2004",4800.6333,10.02,0,0.814,30,5.6,425,601,0,0.01,0.88,69.78,1.16
"4684","WNDP99-0508",46.58915,-101.73285,"9","Year2004",4800.6333,10.02,0,0.814,30,5.6,425,601,0,0.01,0.88,69.78,1.16
"4685","WNDP99-0508",46.58915,-101.73285,"9","Year2004",4800.6333,10.02,0,0.814,30,5.6,425,601,0,0.01,0.88,69.78,1.16
"4686","WNDP99-0508",46.58915,-101.73285,"9","Year2004",4800.6333,10.02,0,0.814,30,5.6,425,601,0,0.01,0.88,69.78,1.16
"4687","WNDP99-0508",46.58915,-101.73285,"9","Year2004",4800.6333,10.02,0,0.814,30,5.6,425,601,0,0.01,0.88,69.78,1.16
"4688","WNDP99-0508",46.58915,-101.73285,"9","Year2004",4800.6333,10.02,0,0.814,30,5.6,425,601,0,0.01,0.88,69.78,1.16
"4689","WNDP99-0508",46.58915,-101.73285,"9","Year2004",4800.6333,10.02,0,0.814,30,5.6,425,601,0,0.01,0.88,69.78,1.16
"4690","WNDP99-0508",46.58915,-101.73285,"9","Year2004",4800.6333,10.02,0,0.814,30,5.6,425,601,0,0.01,0.88,69.78,1.16
"4691","WNDP99-0508",46.58915,-101.73285,"9","Year2004",4800.6333,10.02,0,0.814,30,5.6,425,601,0,0.01,0.88,69.78,1.16
"4692","WNDP99-0508",46.58915,-101.73285,"9","Year2004",4800.6333,10.02,0,0.814,30,5.6,425,601,0,0.01,0.88,69.78,1.16
"4693","WNDP99-0508",46.58915,-101.73285,"9","Year2004",4800.6333,10.02,0,0.814,30,5.6,425,601,0,0.01,0.88,69.78,1.16
"4694","WNDP99-0508",46.58915,-101.73285,"9","Year2004",4800.6333,10.02,0,0.814,30,5.6,425,601,0,0.01,0.88,69.78,1.16
"4695","WNDP99-0508",46.58915632,-101.733273,"9","Year2008",4797.97998,9.12,0,0.789,29.9775,5.6,425,NA,NA,NA,NA,NA,NA
"4696","WNDP99-0508",46.58915632,-101.733273,"9","Year2008",4797.97998,9.12,0,0.789,29.9775,5.6,425,NA,NA,NA,NA,NA,NA
"4697","WNDP99-0508",46.58915632,-101.733273,"9","Year2008",4797.97998,9.12,0,0.789,29.9775,5.6,425,NA,NA,NA,NA,NA,NA
"4698","WNDP99-0508",46.58915632,-101.733273,"9","Year2008",4797.97998,9.12,0,0.789,29.9775,5.6,425,NA,NA,NA,NA,NA,NA
"4699","WNDP99-0508",46.58915632,-101.733273,"9","Year2008",4797.97998,9.12,0,0.789,29.9775,5.6,425,NA,NA,NA,NA,NA,NA
"4700","WNDP99-0508",46.58915632,-101.733273,"9","Year2008",4797.97998,9.12,0,0.789,29.9775,5.6,425,NA,NA,NA,NA,NA,NA
"4701","WNDP99-0508",46.58915632,-101.733273,"9","Year2008",4797.97998,9.52,0.00116,0.768,34.8531,5.6,425,761.695,0.296,1.086,4.512,52.953,1.305
"4702","WNDP99-0508",46.58915632,-101.733273,"9","Year2008",4797.97998,9.52,0.00116,0.768,34.8531,5.6,425,761.695,0.296,1.086,4.512,52.953,1.305
"4703","WNDP99-0508",46.58915632,-101.733273,"9","Year2008",4797.97998,9.52,0.00116,0.768,34.8531,5.6,425,761.695,0.296,1.086,4.512,52.953,1.305
"4704","WNDP99-0508",46.58915632,-101.733273,"9","Year2008",4797.97998,9.52,0.00116,0.768,34.8531,5.6,425,761.695,0.296,1.086,4.512,52.953,1.305
"4705","WNDP99-0508",46.58915632,-101.733273,"9","Year2008",4797.97998,9.52,0.00116,0.768,34.8531,5.6,425,761.695,0.296,1.086,4.512,52.953,1.305
"4706","WNDP99-0508",46.58915632,-101.733273,"9","Year2008",4797.97998,9.52,0.00116,0.768,34.8531,5.6,425,761.695,0.296,1.086,4.512,52.953,1.305
"4707","WNDP99-0514",46.90918389,-103.5472657,"9","Year2008",16008.2002,6.93,0,0.589,87.5269,6.1,381,1000.26,2.913,1.289,0.748,9.341,0.583
"4708","WNDP99-0514",46.90918389,-103.5472657,"9","Year2008",16008.2002,6.93,0,0.589,87.5269,6.1,381,1000.26,2.913,1.289,0.748,9.341,0.583
"4709","WNDP99-0514",46.90918389,-103.5472657,"9","Year2008",16008.2002,6.93,0,0.589,87.5269,6.1,381,1000.26,2.913,1.289,0.748,9.341,0.583
"4710","WNDP99-0514",46.90917,-103.5468,"9","Year2004",16042.1667,9.84,0.0798399,3.5,5418,6.1,381,705,4.45,0.92,0.01,17.18,0.81
"4711","WNDP99-0514",46.90917,-103.5468,"9","Year2004",16042.1667,9.84,0.0798399,3.5,5418,6.1,381,705,4.45,0.92,0.01,17.18,0.81
"4712","WNDP99-0514",46.90917,-103.5468,"9","Year2004",16042.1667,9.84,0.0798399,3.5,5418,6.1,381,705,4.45,0.92,0.01,17.18,0.81
"4713","WNDP99-0514",46.90918389,-103.5472657,"9","Year2008",16008.2002,4.8,0,0.386,57.683,6.1,381,NA,NA,NA,NA,NA,NA
"4714","WNDP99-0514",46.90918389,-103.5472657,"9","Year2008",16008.2002,4.8,0,0.386,57.683,6.1,381,NA,NA,NA,NA,NA,NA
"4715","WNDP99-0514",46.90918389,-103.5472657,"9","Year2008",16008.2002,4.8,0,0.386,57.683,6.1,381,NA,NA,NA,NA,NA,NA
"4716","WNDP99-0529",46.33886,-101.92956,"9","Year2004",3096.6656,13.14,0,0.926,34,5.7,426,685,0.01,0.04,0.2,81.06,1.08
"4717","WNDP99-0531",47.13092,-101.43027,"9","Year2004",42.3688,15.73,0.023345,1.128,214,5,437,642,0,0.38,0.54,45.91,1.16
"4718","WNDP99-0539",46.61817,-101.24902,"9","Year2004",7504.4413,9.75,0.0098049,0.976,65,5.5,421,542,0,0.01,0.74,61.12,1.05
"4719","WNDP99-0544",47.25584,-101.80795,"9","Year2004",1520.9698,8.1,0.0098049,0.569,18,5.5,429,543,0,0.19,0.66,42.08,1
"4720","WNDP99-0544",47.25584,-101.80795,"9","Year2004",1520.9698,8.1,0.0098049,0.569,18,5.5,429,543,0,0.19,0.66,42.08,1
"4721","WNDP99-0544",47.25584742,-101.8083965,"9","Year2008",1505.97998,11.34,0,0.797,40.5675,5.5,429,669.233,0.962,0.594,3.563,35.754,1.173
"4722","WNDP99-0544",47.25584742,-101.8083965,"9","Year2008",1505.97998,11.34,0,0.797,40.5675,5.5,429,669.233,0.962,0.594,3.563,35.754,1.173
"4723","WNDP99-0546",48.53479,-97.60145,"9","Year2004",212.7613,5.21,0.1064532,5.133,1485,3.8,474,NA,NA,NA,NA,NA,NA
"4724","WNDP99-0570",47.55286,-98.8506,"9","Year2004",2777.6432,16.49,0.0200767,2.065,541,4.1,456,NA,NA,NA,NA,NA,NA
"4725","WNDP99-0574",47.30457885,-102.1929032,"9","Year2008",913.3209839,24.72,0.19006,1.844,194.8663,5.3,432,692.442,0.691,0.441,3.506,34.214,1.201
"4726","WNDP99-0574",47.30457885,-102.1929032,"9","Year2008",913.3209839,24.72,0.19006,1.844,194.8663,5.3,432,692.442,0.691,0.441,3.506,34.214,1.201
"4727","WNDP99-0574",47.30457,-102.19245,"9","Year2004",932.9031,11.21,0,0.809,154,5.3,432,606,0,0.26,0.77,45.65,0.98
"4728","WNDP99-0574",47.30457,-102.19245,"9","Year2004",932.9031,11.21,0,0.809,154,5.3,432,606,0,0.26,0.77,45.65,0.98
"4729","WNDP99-0575",48.21442,-97.4866,"9","Year2004",1204.4023,6.82,0.116725,1.25,112,4,481,262,1.48,4.85,0.33,91.63,1.28
"4730","WNDP99-0576",48.74642,-100.1003,"9","Year2004",317.4527,17.13,0.0266133,1.701,144,3,423,485,46.78,8.8,1.81,27.98,1.05
"4731","WNDP99-0576",48.74642,-100.1003,"9","Year2004",317.4527,17.13,0.0266133,1.701,144,3,423,485,46.78,8.8,1.81,27.98,1.05
"4732","WNDP99-0576",48.74642,-100.1003,"9","Year2004",317.4527,17.13,0.0266133,1.701,144,3,423,485,46.78,8.8,1.81,27.98,1.05
"4733","WNDP99-0576",48.74642,-100.1003,"9","Year2004",317.4527,17.13,0.0266133,1.701,144,3,423,485,46.78,8.8,1.81,27.98,1.05
"4734","WNDP99-0576",48.74642,-100.1003,"9","Year2004",317.4527,17.13,0.0266133,1.701,144,3,423,485,46.78,8.8,1.81,27.98,1.05
"4735","WNDP99-0576",48.74642,-100.1003,"9","Year2004",317.4527,17.13,0.0266133,1.701,144,3,423,485,46.78,8.8,1.81,27.98,1.05
"4736","WNDP99-0576",48.74642,-100.1003,"9","Year2004",317.4527,17.13,0.0266133,1.701,144,3,423,485,46.78,8.8,1.81,27.98,1.05
"4737","WNDP99-0576",48.74642,-100.1003,"9","Year2004",317.4527,17.13,0.0266133,1.701,144,3,423,485,46.78,8.8,1.81,27.98,1.05
"4738","WNDP99-0576",48.74642,-100.1003,"9","Year2004",317.4527,17.13,0.0266133,1.701,144,3,423,485,46.78,8.8,1.81,27.98,1.05
"4739","WNDP99-0578",46.5479,-102.89902,"9","Year2004",733.2891,20.44,0,1.723,169,5.5,412,784,0.03,0.06,0,70.41,1.03
"4740","WNDP99-0580",46.19278,-97.29279,"9","Year2004",2730.2982,13.63,0.0966483,2.215,390,5.6,500,330,2.67,9.62,0.29,75.5,1.13
"4741","WNDP99-0582",47.61359,-97.38293,"9","Year2004",182.7978,17.07,0.0401534,1.645,214,4.1,502,312,0.66,1.11,1.09,97.13,1.38
"4742","WNDP99-0584",46.69953,-102.13625,"9","Year2004",3815.1855,11.41,0,1.089,129,5.4,432,641,0,0.01,1,73.71,1.2
"4743","WNDP99-0605",46.03805,-101.49706,"9","Year2004",4231.1004,11.15,0,0.87,60,6.2,409,611,0,0.08,0.15,67.68,0.92
"4744","WNDP99-0611",48.42556,-101.66356,"9","Year2004",4595.744,19.76,0.0135401,2.42,455,3.8,425,512,0.04,2.32,0.48,71.29,1.22
"4745","WNDP99-0615",48.47385,-97.57475,"9","Year2004",396.3002,9.13,0,1.014,264,4.1,475,262,3.99,1.78,0.34,93.55,1.35
"4746","WNDP99-0617",48.85964,-100.12947,"9","Year2004",200.8011,17.5,0.0200767,1.575,87,2.2,444,604,49.32,9.48,1.24,29.57,0.85
"4747","WNDP99-0633",47.20754,-103.63652,"9","Year2004",17340.4022,6.18,0,0.533,171,6.1,376,652,4.12,0.85,0.03,16.94,0.8
"4748","WNDP99-0648",46.26998,-100.32274,"9","Year2004",2158.8417,9.58,0.0135401,0.972,205,5.6,421,506,0.28,1.67,0.21,41.72,1.08
"4749","WNDP99-0650",48.93314,-97.82189,"9","Year2004",3508.3065,5.68,0,0.558,96,3.3,480,273,6.66,4.98,0.41,73.65,1.01
"4750","WNDP99-0654",47.37905,-102.70479,"9","Year2004",177.8705,11.21,0,0.772,143,5.3,425,677,0,0,1.3,46.92,0.99
"4751","WNDP99-0654",47.37905,-102.70479,"9","Year2004",177.8705,11.21,0,0.772,143,5.3,425,677,0,0,1.3,46.92,0.99
"4752","WNDP99-0654",47.37906317,-102.7052533,"9","Year2008",176.5110016,8.78,0.00673,0.823,150.1,5.3,425,742.131,2.205,0.301,3.658,25.109,1.255
"4753","WNDP99-0654",47.37906317,-102.7052533,"9","Year2008",176.5110016,8.78,0.00673,0.823,150.1,5.3,425,742.131,2.205,0.301,3.658,25.109,1.255
"4754","WNDP99-0655",48.18662064,-97.56315071,"9","Year2008",1086.930054,6.46,0.91584,1.722,223.8669,4.1,477,428.577,1.007,13.701,4.48,74.589,1.475
"4755","WNDP99-0655",48.18662064,-97.56315071,"9","Year2008",1086.930054,6.46,0.91584,1.722,223.8669,4.1,477,428.577,1.007,13.701,4.48,74.589,1.475
"4756","WNDP99-0655",48.18663,-97.56279,"9","Year2004",1182.3531,4.92,0.0368851,0.671,48,4.1,477,275,1.43,4.9,0.33,91.6,1.28
"4757","WNDP99-0655",48.18663,-97.56279,"9","Year2004",1182.3531,4.92,0.0368851,0.671,48,4.1,477,275,1.43,4.9,0.33,91.6,1.28
"4758","WNDP99-0671",47.69419,-99.59309,"9","Year2004",1225.5178,28.77,0.023345,3.41,618,4.6,440,479,1.16,7.4,0.18,50.2,1.16
"4759","WNDP99-0676",48.29739,-100.46424,"9","Year2004",10502.9176,15.41,0,1.425,232,4.1,422,442,0.66,3.04,0.87,66.21,1.22
"4760","WNDP99-0676",48.29739,-100.46424,"9","Year2004",10502.9176,15.41,0,1.425,232,4.1,422,442,0.66,3.04,0.87,66.21,1.22
"4761","WNDP99-0676",48.29739,-100.46424,"9","Year2004",10502.9176,15.41,0,1.425,232,4.1,422,442,0.66,3.04,0.87,66.21,1.22
"4762","WNDP99-0676",48.29739,-100.46424,"9","Year2004",10502.9176,15.41,0,1.425,232,4.1,422,442,0.66,3.04,0.87,66.21,1.22
"4763","WNDP99-0680",48.06337,-100.92051,"9","Year2004",8235.4154,14.62,0,1.6,937,4.5,437,457,0.26,2.21,1.01,69.55,1.26
"4764","WNDP99-0680",48.06337,-100.92051,"9","Year2004",8235.4154,14.62,0,1.6,937,4.5,437,457,0.26,2.21,1.01,69.55,1.26
"4765","WNDP99-0680",48.06337856,-100.9209377,"9","Year2008",15395.90039,12.4,0,1.24,278.63,4.5,437,598.6,0.297,1.779,2.639,34.112,0.74
"4766","WNDP99-0680",48.06337856,-100.9209377,"9","Year2008",15395.90039,12.4,0,1.24,278.63,4.5,437,598.6,0.297,1.779,2.639,34.112,0.74
"4767","WNDP99-0683",46.74274,-97.28726,"9","Year2004",2631.5086,10.57,0.1265299,1.559,229,5.2,495,288,1.09,3.15,0.44,92.53,1.16
"4768","WNDP99-0685",46.99020188,-102.8888491,"9","Year2008",605.2819824,11.84,0,1.199,177.1763,5.5,411,802.655,0.132,1.418,3.858,56.466,1.223
"4769","WNDP99-0685",46.99020188,-102.8888491,"9","Year2008",605.2819824,11.84,0,1.199,177.1763,5.5,411,802.655,0.132,1.418,3.858,56.466,1.223
"4770","WNDP99-0685",46.99019,-102.88839,"9","Year2004",600.0264,11.01,0,0.914,100,5.5,411,748,0,0.03,0.17,78.83,0.98
"4771","WNDP99-0685",46.99019,-102.88839,"9","Year2004",600.0264,11.01,0,0.914,100,5.5,411,748,0,0.03,0.17,78.83,0.98
